带来,2
立足,2
办好,2
规律,2
斗争,2
准确,2
指导思想,2
原则,2
十九,2
协调,2
结构性,2
根本,2
美好生活,2
需要,2
双循环,2
提供,2
地位,2
福祉,2
完整,2
更为,2
推进改革,2
扩大开放,2
破除,2
制约,2
障碍,2
改革开放,2
系统,2
前瞻性,2
更好,2
发挥,2
地方,2
防范,2
化解,2
效益,2
第三节,2
建立,2
拓展,2
远景,2
平等,2
参与,2
政府,2
人才,2
明显增强,2
中等,2
公共服务,2
均等化,2
居民,2
高水平,2
年均,2
合理,2
高于,2
市场化,2
配置,2
开发,2
突发,2
生命,2
行动,2
人工智能,2
企业,2
生物,2
鼓励,2
探索,2
实行,2
评价,2
北京,2
上海,2
大湾,2
高端,2
第一篇,1
之后,1
乘势而上,1
第二个,1
进军,1
五年,1
第一章,1
决定性,1
面对,1
国际形势,1
繁重,1
严重,1
冲击,1
同志,1
党中央,1
不忘,1
初心,1
牢记,1
使命,1
团结,1
带领,1
全党全国,1
各族人民,1
砥砺,1
前行,1
开拓创新,1
奋发有为,1
党和国家,1
各项事业,1
重大成果,1
中国共产党,1
经济运行,1
总体,1
平稳,1
突破,1
100,1
万亿元,1
载人,1
航天,1
探月,1
超级,1
计算,1
复兴号,1
高速,1
列车,1
飞机制造,1
科技成果,1
决战,1
5575,1
农村,1
贫困人口,1
困扰,1
几千年,1
绝对,1
贫困,1
减贫史,1
奇迹,1
粮食,1
年产量,1
连续,1
1.3,1
万亿斤,1
转移,1
其他,1
在城镇,1
落户,1
顺利实现,1
扎实,1
污染,1
防治,1
超额完成,1
金融风险,1
阶段性,1
共建,1
一带,1
一路,1
高等教育,1
普及化,1
新增,1
6000,1
万人,1
上规模,1
最大,1
医疗保险,1
13,1
10,1
棚户区,1
住房,1
改造,1
开工,1
2300,1
万套,1
突发事件,1
服务水平,1
事业,1
繁荣,1
组织,1
形态,1
规划,1
完成,1
跃上,1
向前,1
一大步,1
雄伟,1
身姿,1
屹立,1
东方,1
当前,1
今后,1
一个,1
处于,1
机遇期,1
当今世界,1
经历,1
新一轮,1
革命,1
力量对比,1
调整,1
命运,1
共同体,1
日趋,1
不稳定性,1
不确定性,1
明显增加,1
影响,1
深远,1
陷入,1
低迷,1
全球化,1
遭遇,1
逆流,1
供需,1
版图,1
复杂多变,1
动荡,1
单边主义,1
保护主义,1
霸权主义,1
构成威胁,1
转向,1
长期,1
物质基础,1
雄厚,1
人力资源,1
广阔,1
强劲,1
继续,1
多方面,1
平衡,1
突出,1
关键环节,1
适应,1
不稳固,1
环保,1
任重道远,1
存在,1
短板,1
还有,1
弱项,1
主要矛盾,1
特征,1
矛盾,1
意识,1
风险意识,1
初级阶段,1
基本国情,1
定力,1
自己,1
发扬,1
本领,1
树立,1
底线,1
思维,1
识变,1
应变,1
主动,1
求变,1
善于,1
危机,1
中育,1
先机,1
变局,1
中开,1
新局,1
抓住机遇,1
趋利避害,1
奋勇前进,1
第二章,1
指导方针,1
牢牢,1
以下,1
高举,1
伟大旗帜,1
二中,1
三中,1
四中,1
五中全会,1
马克思列宁主义,1
毛泽东思想,1
邓小平理论,1
三个代表,1
发展观,1
指导,1
党的基本,1
理论,1
基本路线,1
方略,1
总体布局,1
稳中求进,1
工作,1
基调,1
为主,1
满足,1
日益增长,1
目的,1
相互促进,1
行稳,1
致远,1
社会安定,1
开好局,1
起好步,1
遵循,1
根本保证,1
方向,1
始终,1
做到,1
为了,1
依靠人民,1
维护,1
根本利益,1
激发,1
主动性,1
创造性,1
促进,1
增进,1
向往,1
贯穿,1
全过程,1
切实,1
转变,1
有效率,1
高品质,1
调动,1
举措,1
活力,1
观念,1
思考,1
全局性,1
谋划,1
整体性,1
两个,1
两件,1
大事,1
全国一盘棋,1
中央,1
方面,1
着力,1
根基,1
补短,1
强弱,1
注重,1
规模,1
速度,1
统一,1
现实,1
依据,1
行动指南,1
选择,1
适配,1
扩大内需,1
有效,1
培育,1
内需,1
管理,1
流转,1
流通,1
消费,1
环节,1
有机,1
衔接,1
流动,1
依托,1
引力场,1
主导作用,1
互促,1
共进,1
第三章,1
按照,1
安排,1
如下,1
展望,1
跃升,1
经济总量,1
城乡居民,1
人均收入,1
迈上,1
前列,1
工业化,1
信息化,1
城镇化,1
权利,1
体育,1
国民素质,1
高度,1
达峰,1
稳中有降,1
根本好转,1
美丽,1
新格局,1
合作,1
竞争,1
发达国家,1
群体,1
缩小,1
平安,1
美好,1
实质性,1
进展,1
成效,1
一切,1
潜力,1
充分发挥,1
区间,1
年度,1
视情,1
提出,1
全员,1
劳动生产率,1
7%,1
力争,1
强度,1
实际,1
高级化,1
产业链,1
稳固,1
协调性,1
城镇化率,1
65%,1
经济体制,1
高标准,1
市场主体,1
充满活力,1
产权制度,1
公平竞争,1
开放型,1
价值观,1
道德素质,1
文化素质,1
身心健康,1
素质,1
服务体系,1
日益,1
中华文化,1
影响力,1
凝聚力,1
进步,1
国土,1
保护,1
转型,1
成效显著,1
单位,1
能源消耗,1
二氧化碳,1
分别,1
降低,1
13.5%,1
18%,1
森林,1
覆盖率,1
24.1%,1
改善,1
屏障,1
牢固,1
人居,1
调查,1
失业率,1
控制,1
5.5%,1
以内,1
支配,1
同步,1
全民,1
劳动,1
年龄,1
平均,1
年限,1
11.3,1
多层次,1
参保,1
95%,1
卫生,1
预期,1
寿命,1
巩固,1
乡村,1
振兴,1
民主,1
公平正义,1
行政,1
作用,1
行政效率,1
公信力,1
基层,1
事件,1
应急,1
自然灾害,1
防御,1
有力,1
第二篇,1
塑造,1
自立自强,1
作为,1
支撑,1
面向世界,1
科技前沿,1
主战场,1
科教兴国,1
第四章,1
纲要,1
市场经济,1
举国体制,1
攻坚战,1
整体,1
整合,1
优化组合,1
聚焦,1
光子,1
微纳,1
电子,1
网络通信,1
生物医药,1
现代,1
组建,1
重组,1
结构合理,1
运行,1
高效,1
技术创新,1
基地,1
科研院所,1
高等院校,1
资源共享,1
研究型,1
大学,1
机构,1
多元化,1
管理制度,1
运行机制,1
用人,1
灵活化,1
原创性,1
科技攻关,1
事关,1
计划,1
瞄准,1
集成电路,1
脑科学,1
育种,1
空天,1
深地,1
前沿,1
项目,1
急迫,1
长远,1
出发,1
集中,1
攻关,1
传染病,1
医药,1
医疗,1
设备,1
元器件,1
零部件,1
材料,1
油气,1
勘探,1
持之以恒,1
应用,1
带动,1
自由,1
十年,1
方案,1
基础学科,1
财政投入,1
支出,1
税收,1
优惠,1
捐赠,1
基金,1
多渠道,1
比重,1
8%,1
建立健全,1
符合,1
激励机制,1
周期,1
良好,1
第四节,1
平台,1
粤港澳,1
怀柔,1
张江,1
安徽,1
合肥,1
综合性,1
自主,1
示范区,1
高新技术,1
开发区,1
技术开发区,1
功能,1
适度,1
超前,1
基础设施,1
使用,1
集约化,1
自然,1
资源库,1
野外,1
观测,1
数据中心,1
仪器设备,1
制造,1
论文,1
交流平台,1
